1717C "Madoka and Formal Statement" greedy "Given an array of integer a1,a2,\xe2\x80\xa6,an. In one operation you can make ai:=ai+1 if i<n and ai\xe2\x89\xa4ai+1, or i=n and ai\xe2\x89\xa4a1.You need to check whether the array a1,a2,\xe2\x80\xa6,an can become equal to the array b1,b2,\xe2\x80\xa6,bn in some number of operations (possibly, zero). Two arrays a and b of length n are called equal if ai=bi for all integers i from 1 to n." 1300
1717B "Madoka and Underground Competitions" "constructive algorithms,implementation" "Madoka decided to participate in an underground sports programming competition. And there was exactly one task in it:A square table of size n\xc3\x97n, where n is a multiple of k, is called good if only the characters \'.\' and \'X\' are written in it, as well as in any subtable of size 1\xc3\x97k or k\xc3\x971, there is at least one character \'X\'. In other words, among any k consecutive vertical or horizontal cells, there must be at least one containing the character \'X\'.Output any good table that has the minimum possible number of characters \'X\', and also the symbol \'X\' is written in the cell (r,c). Rows are numbered from 1 to n from top to bottom, columns are numbered from 1 to n from left to right." 1100
1717A "Madoka and Strange Thoughts" "math,number theory" "Madoka is a very strange girl, and therefore she suddenly wondered how many pairs of integers (a,b) exist, where 1\xe2\x89\xa4a,b\xe2\x89\xa4n, for which lcm(a,b)gcd(a,b)\xe2\x89\xa43.In this problem, gcd(a,b) denotes the greatest common divisor of the numbers a and b, and lcm(a,b) denotes the smallest common multiple of the numbers a and b." 800
1716F "Bags with Balls" "combinatorics,dp,math,number theory" "There are n bags, each bag contains m balls with numbers from 1 to m. For every i\xe2\x88\x88[1,m], there is exactly one ball with number i in each bag.You have to take exactly one ball from each bag (all bags are different, so, for example, taking the ball 1 from the first bag and the ball 2 from the second bag is not the same as taking the ball 2 from the first bag and the ball 1 from the second bag). After that, you calculate the number of balls with odd numbers among the ones you have taken. Let the number of these balls be F.Your task is to calculate the sum of Fk over all possible ways to take n balls, one from each bag." 2500
1716E "Swap and Maximum Block" "bitmasks,data structures,dfs and similar,divide and conquer,dp" "You are given an array of length 2n. The elements of the array are numbered from 1 to 2n.You have to process q queries to this array. In the i-th query, you will be given an integer k (0\xe2\x89\xa4k\xe2\x89\xa4n\xe2\x88\x921). To process the query, you should do the following:  for every i\xe2\x88\x88[1,2n\xe2\x88\x922k] in ascending order, do the following: if the i-th element was already swapped with some other element during this query, skip it; otherwise, swap ai and ai+2k;  after that, print the maximum sum over all contiguous subsegments of the array (including the empty subsegment). For example, if the array a is [\xe2\x88\x923,5,\xe2\x88\x923,2,8,\xe2\x88\x9220,6,\xe2\x88\x921], and k=1, the query is processed as follows:  the 1-st element wasn\'t swapped yet, so we swap it with the 3-rd element;  the 2-nd element wasn\'t swapped yet, so we swap it with the 4-th element;  the 3-rd element was swapped already;  the 4-th element was swapped already;  the 5-th element wasn\'t swapped yet, so we swap it with the 7-th element;  the 6-th element wasn\'t swapped yet, so we swap it with the 8-th element. So, the array becomes [\xe2\x88\x923,2,\xe2\x88\x923,5,6,\xe2\x88\x921,8,\xe2\x88\x9220]. The subsegment with the maximum sum is [5,6,\xe2\x88\x921,8], and the answer to the query is 18.Note that the queries actually change the array, i.\xe2\x80\x89e. after a query is performed, the array does not return to its original state, and the next query will be applied to the modified array." 2500
1716D "Chip Move" "brute force,dp,math" "There is a chip on the coordinate line. Initially, the chip is located at the point 0. You can perform any number of moves; each move increases the coordinate of the chip by some positive integer (which is called the length of the move). The length of the first move you make should be divisible by k, the length of the second move \xe2\x80\x94 by k+1, the third \xe2\x80\x94 by k+2, and so on.For example, if k=2, then the sequence of moves may look like this: 0\xe2\x86\x924\xe2\x86\x927\xe2\x86\x9219\xe2\x86\x9244, because 4\xe2\x88\x920=4 is divisible by 2=k, 7\xe2\x88\x924=3 is divisible by 3=k+1, 19\xe2\x88\x927=12 is divisible by 4=k+2, 44\xe2\x88\x9219=25 is divisible by 5=k+3.You are given two positive integers n and k. Your task is to count the number of ways to reach the point x, starting from 0, for every x\xe2\x88\x88[1,n]. The number of ways can be very large, so print it modulo 998244353. Two ways are considered different if they differ as sets of visited positions." 2000
1716C "Robot in a Hallway" "data structures,dp,greedy,implementation,ternary search" "There is a grid, consisting of 2 rows and m columns. The rows are numbered from 1 to 2 from top to bottom. The columns are numbered from 1 to m from left to right.The robot starts in a cell (1,1). In one second, it can perform either of two actions:   move into a cell adjacent by a side: up, right, down or left;  remain in the same cell. The robot is not allowed to move outside the grid.Initially, all cells, except for the cell (1,1), are locked. Each cell (i,j) contains a value ai,j \xe2\x80\x94 the moment that this cell gets unlocked. The robot can only move into a cell (i,j) if at least ai,j seconds have passed before the move.The robot should visit all cells without entering any cell twice or more (cell (1,1) is considered entered at the start). It can finish in any cell.What is the fastest the robot can achieve that?" 2000
1716B "Permutation Chain" "constructive algorithms,math" "A permutation of length n is a sequence of integers from 1 to n such that each integer appears in it exactly once.Let the fixedness of a permutation p be the number of fixed points in it \xe2\x80\x94 the number of positions j such that pj=j, where pj is the j-th element of the permutation p.You are asked to build a sequence of permutations a1,a2,\xe2\x80\xa6, starting from the identity permutation (permutation a1=[1,2,\xe2\x80\xa6,n]). Let\'s call it a permutation chain. Thus, ai is the i-th permutation of length n.For every i from 2 onwards, the permutation ai should be obtained from the permutation ai\xe2\x88\x921 by swapping any two elements in it (not necessarily neighboring). The fixedness of the permutation ai should be strictly lower than the fixedness of the permutation ai\xe2\x88\x921.Consider some chains for n=3:  a1=[1,2,3], a2=[1,3,2] \xe2\x80\x94 that is a valid chain of length 2. From a1 to a2, the elements on positions 2 and 3 get swapped, the fixedness decrease from 3 to 1.  a1=[2,1,3], a2=[3,1,2] \xe2\x80\x94 that is not a valid chain. The first permutation should always be [1,2,3] for n=3.  a1=[1,2,3], a2=[1,3,2], a3=[1,2,3] \xe2\x80\x94 that is not a valid chain. From a2 to a3, the elements on positions 2 and 3 get swapped but the fixedness increase from 1 to 3.  a1=[1,2,3], a2=[3,2,1], a3=[3,1,2] \xe2\x80\x94 that is a valid chain of length 3. From a1 to a2, the elements on positions 1 and 3 get swapped, the fixedness decrease from 3 to 1. From a2 to a3, the elements on positions 2 and 3 get swapped, the fixedness decrease from 1 to 0. Find the longest permutation chain. If there are multiple longest answers, print any of them." 800
1716A "2-3 Moves" greedy,math "You are standing at the point 0 on a coordinate line. Your goal is to reach the point n. In one minute, you can move by 2 or by 3 to the left or to the right (i.\xe2\x80\x89e., if your current coordinate is x, it can become x\xe2\x88\x923, x\xe2\x88\x922, x+2 or x+3). Note that the new coordinate can become negative.Your task is to find the minimum number of minutes required to get from the point 0 to the point n.You have to answer t independent test cases." 800
1715F "Crop Squares" "constructive algorithms,geometry,interactive,math" "This is an interactive problem.Farmer Stanley grows corn on a rectangular field of size n\xc3\x97m meters with corners in points (0,0), (0,m), (n,0), (n,m). This year the harvest was plentiful and corn covered the whole field.The night before harvest aliens arrived and poisoned the corn in a single 1\xc3\x971 square with sides parallel to field borders. The corn inside the square must not be eaten, but you cannot distinguish it from ordinary corn by sight. Stanley can only collect a sample of corn from an arbitrary polygon and bring it to the laboratory, where it will be analyzed and Stanley will be told the amount of corn in the sample that was poisoned. Since the harvest will soon deteriorate, such a study can be carried out no more than 5 times.More formally, it is allowed to make no more than 5 queries, each of them calculates the area of intersection of a chosen polygon with a square of poisoned corn. It is necessary to find out the coordinates of the lower-left corner of the drawn square (the vertex of the square with the smallest x and y coordinates)." 2700
1715E "Long Way Home" "data structures,divide and conquer,dp,geometry,graphs,greedy,shortest paths" "Stanley lives in a country that consists of n cities (he lives in city 1). There are bidirectional roads between some of the cities, and you know how long it takes to ride through each of them. Additionally, there is a flight between each pair of cities, the flight between cities u and v takes (u\xe2\x88\x92v)2 time.Stanley is quite afraid of flying because of watching ""Sully: Miracle on the Hudson"" recently, so he can take at most k flights. Stanley wants to know the minimum time of a journey to each of the n cities from the city 1." 2400
1715D "2+ doors" 2-sat,bitmasks,graphs,greedy "The Narrator has an integer array a of length n, but he will only tell you the size n and q statements, each of them being three integers i,j,x, which means that ai\xe2\x88\xa3aj=x, where | denotes the bitwise OR operation.Find the lexicographically smallest array a that satisfies all the statements.An array a is lexicographically smaller than an array b of the same length if and only if the following holds:   in the first position where a and b differ, the array a has a smaller element than the corresponding element in b." 1900
1715C Monoblock "combinatorics,data structures,implementation,math" "Stanley has decided to buy a new desktop PC made by the company ""Monoblock"", and to solve captcha on their website, he needs to solve the following task.The awesomeness of an array is the minimum number of blocks of consecutive identical numbers in which the array could be split. For example, the awesomeness of an array   [1,1,1] is 1;  [5,7] is 2, as it could be split into blocks [5] and [7];  [1,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9] is 3, as it could be split into blocks [1], [7,7,7,7,7,7,7], and [9,9,9,9,9,9,9,9,9]. You are given an array a of length n. There are m queries of two integers i, x. A query i, x means that from now on the i-th element of the array a is equal to x.After each query print the sum of awesomeness values among all subsegments of array a. In other words, after each query you need to calculate n\xe2\x88\x91l=1n\xe2\x88\x91r=lg(l,r), where g(l,r) is the awesomeness of the array b=[al,al+1,\xe2\x80\xa6,ar]." 1700
1715B "Beautiful Array" "constructive algorithms,greedy,math" "Stanley defines the beauty of an array a of length n, which contains non-negative integers, as follows: n\xe2\x88\x91i=1\xe2\x8c\x8aaik\xe2\x8c\x8b, which means that we divide each element by k, round it down, and sum up the resulting values.Stanley told Sam the integer k and asked him to find an array a of n non-negative integers, such that the beauty is equal to b and the sum of elements is equal to s. Help Sam \xe2\x80\x94 find any of the arrays satisfying the conditions above." 1000
1715A Crossmarket "constructive algorithms,greedy,math" "Stanley and Megan decided to shop in the ""Crossmarket"" grocery store, which can be represented as a matrix with n rows and m columns. Stanley and Megan can move to an adjacent cell using 1 unit of power. Two cells are considered adjacent if they share an edge. To speed up the shopping process, Megan brought her portals with her, and she leaves one in each cell she visits (if there is no portal yet). If a person (Stanley or Megan) is in a cell with a portal, that person can use 1 unit of power to teleport to any other cell with a portal, including Megan\'s starting cell.They decided to split up: Stanley will go from the upper-left cell (cell with coordinates (1,1)) to the lower-right cell (cell with coordinates (n,m)), whilst Megan needs to get from the lower-left cell (cell with coordinates (n,1)) to the upper-right cell (cell with coordinates (1,m)).What is the minimum total energy needed for them both to do that?Note that they can choose the time they move. Time does not affect energy." 800
1714G "Path Prefixes" "binary search,data structures,dfs and similar,trees" "You are given a rooted tree. It contains n vertices, which are numbered from 1 to n. The root is the vertex 1.Each edge has two positive integer values. Thus, two positive integers aj and bj are given for each edge.Output n\xe2\x88\x921 numbers r2,r3,\xe2\x80\xa6,rn, where ri is defined as follows.Consider the path from the root (vertex 1) to i (2\xe2\x89\xa4i\xe2\x89\xa4n). Let the sum of the costs of aj along this path be Ai. Then ri is equal to the length of the maximum prefix of this path such that the sum of bj along this prefix does not exceed Ai.  Example for n=9. The blue color shows the costs of aj, and the red color shows the costs of bj. Consider an example. In this case:  r2=0, since the path to 2 has an amount of aj equal to 5, only the prefix of this path of length 0 has a smaller or equal amount of bj; r3=3, since the path to 3 has an amount of aj equal to 5+9+5=19, the prefix of length 3 of this path has a sum of bj equal to 6+10+1=17 ( the number is 17\xe2\x89\xa419); r4=1, since the path to 4 has an amount of aj equal to 5+9=14, the prefix of length 1 of this path has an amount of bj equal to 6 (this is the longest suitable prefix, since the prefix of length 2 already has an amount of bj equal to 6+10=16, which is more than 14); r5=2, since the path to 5 has an amount of aj equal to 5+9+2=16, the prefix of length 2 of this path has a sum of bj equal to 6+10=16 (this is the longest suitable prefix, since the prefix of length 3 already has an amount of bj equal to 6+10+1=17, what is more than 16); r6=1, since the path up to 6 has an amount of aj equal to 2, the prefix of length 1 of this path has an amount of bj equal to 1; r7=1, since the path to 7 has an amount of aj equal to 5+3=8, the prefix of length 1 of this path has an amount of bj equal to 6 (this is the longest suitable prefix, since the prefix of length 2 already has an amount of bj equal to 6+3=9, which is more than 8); r8=2, since the path up to 8 has an amount of aj equal to 2+4=6, the prefix of length 2 of this path has an amount of bj equal to 1+3=4; r9=3, since the path to 9 has an amount of aj equal to 2+4+1=7, the prefix of length 3 of this path has a sum of bj equal to 1+3+3=7." 1700
1714F "Build a Tree and That Is It" "constructive algorithms,implementation,trees" "A tree is a connected undirected graph without cycles. Note that in this problem, we are talking about not rooted trees.You are given four positive integers n,d12,d23 and d31. Construct a tree such that:  it contains n vertices numbered from 1 to n,  the distance (length of the shortest path) from vertex 1 to vertex 2 is d12,  distance from vertex 2 to vertex 3 is d23,  the distance from vertex 3 to vertex 1 is d31. Output any tree that satisfies all the requirements above, or determine that no such tree exists." 1900
1714E "Add Modulo 10" "brute force,math,number theory" "You are given an array of n integers a1,a2,\xe2\x80\xa6,anYou can apply the following operation an arbitrary number of times:   select an index i (1\xe2\x89\xa4i\xe2\x89\xa4n) and replace the value of the element ai with the value ai+(aimod10), where aimod10 is the remainder of the integer dividing ai by 10. For a single index (value i), this operation can be applied multiple times. If the operation is applied repeatedly to the same index, then the current value of ai is taken into account each time. For example, if ai=47 then after the first operation we get ai=47+7=54, and after the second operation we get ai=54+4=58.Check if it is possible to make all array elements equal by applying multiple (possibly zero) operations.For example, you have an array [6,11].   Let\'s apply this operation to the first element of the array. Let\'s replace a1=6 with a1+(a1mod10)=6+(6mod10)=6+6=12. We get the array [12,11].  Then apply this operation to the second element of the array. Let\'s replace a2=11 with a2+(a2mod10)=11+(11mod10)=11+1=12. We get the array [12,12]. Thus, by applying 2 operations, you can make all elements of an array equal." 1400
1714D "Color with Occurrences" "brute force,data structures,dp,greedy,strings" "You are given some text t and a set of n strings s1,s2,\xe2\x80\xa6,sn. In one step, you can choose any occurrence of any string si in the text t and color the corresponding characters of the text in red. For example, if t=bababa and s1=ba, s2=aba, you can get t=bababa, t=bababa or t=bababa in one step.You want to color all the letters of the text t in red. When you color a letter in red again, it stays red.In the example above, three steps are enough:  Let\'s color t[2\xe2\x80\xa64]=s2=aba in red, we get t=bababa;  Let\'s color t[1\xe2\x80\xa62]=s1=ba in red, we get t=bababa;  Let\'s color t[4\xe2\x80\xa66]=s2=aba in red, we get t=bababa. Each string si can be applied any number of times (or not at all). Occurrences for coloring can intersect arbitrarily.Determine the minimum number of steps needed to color all letters t in red and how to do it. If it is impossible to color all letters of the text t in red, output -1." 1600
1714C "Minimum  Varied Number" greedy "Find the minimum number with the given sum of digits s such that all digits in it are distinct (i.e. all digits are unique).For example, if s=20, then the answer is 389. This is the minimum number in which all digits are different and the sum of the digits is 20 (3+8+9=20).For the given s print the required number." 800
1714B "Remove Prefix" "data structures,greedy,implementation" "Polycarp was presented with some sequence of integers a of length n (1\xe2\x89\xa4ai\xe2\x89\xa4n). A sequence can make Polycarp happy only if it consists of different numbers (i.e. distinct numbers).In order to make his sequence like this, Polycarp is going to make some (possibly zero) number of moves.In one move, he can:   remove the first (leftmost) element of the sequence. For example, in one move, the sequence [3,1,4,3] will produce the sequence [1,4,3], which consists of different numbers.Determine the minimum number of moves he needs to make so that in the remaining sequence all elements are different. In other words, find the length of the smallest prefix of the given sequence a, after removing which all values in the sequence will be unique." 800
1714A "Everyone Loves to Sleep" implementation,math "Vlad, like everyone else, loves to sleep very much.Every day Vlad has to do n things, each at a certain time. For each of these things, he has an alarm clock set, the i-th of them is triggered on hi hours mi minutes every day (0\xe2\x89\xa4hi<24,0\xe2\x89\xa4mi<60). Vlad uses the 24-hour time format, so after h=12,m=59 comes h=13,m=0 and after h=23,m=59 comes h=0,m=0.This time Vlad went to bed at H hours M minutes (0\xe2\x89\xa4H<24,0\xe2\x89\xa4M<60) and asks you to answer: how much he will be able to sleep until the next alarm clock.If any alarm clock rings at the time when he went to bed, then he will sleep for a period of time of length 0." 900
1713F "Lost Array" "bitmasks,combinatorics,constructive algorithms,dp,math" "My orzlers, we can optimize this problem from O(S3) to O(T59)!\xe2\x80\x94 Spyofgame, founder of Orzlim religionA long time ago, Spyofgame invented the famous array a (1-indexed) of length n that contains information about the world and life. After that, he decided to convert it into the matrix b (0-indexed) of size (n+1)\xc3\x97(n+1) which contains information about the world, life and beyond.Spyofgame converted a into b with the following rules.  bi,0=0 if 0\xe2\x89\xa4i\xe2\x89\xa4n;  b0,i=ai if 1\xe2\x89\xa4i\xe2\x89\xa4n;  bi,j=bi,j\xe2\x88\x921\xe2\x8a\x95bi\xe2\x88\x921,j if 1\xe2\x89\xa4i,j\xe2\x89\xa4n. Here \xe2\x8a\x95 denotes the bitwise XOR operation.Today, archaeologists have discovered the famous matrix b. However, many elements of the matrix has been lost. They only know the values of bi,n for 1\xe2\x89\xa4i\xe2\x89\xa4n (note that these are some elements of the last column, not the last row).The archaeologists want to know what a possible array of a is. Can you help them reconstruct any array that could be a?" 2900
1713E "Cross Swapping" "2-sat,data structures,dsu,greedy,matrices" "You are given a square matrix A of size n\xc3\x97n whose elements are integers. We will denote the element on the intersection of the i-th row and the j-th column as Ai,j.You can perform operations on the matrix. In each operation, you can choose an integer k, then for each index i (1\xe2\x89\xa4i\xe2\x89\xa4n), swap Ai,k with Ak,i. Note that cell Ak,k remains unchanged.For example, for n=4 and k=3, this matrix will be transformed like this:  The operation k=3 swaps the blue row with the green column. You can perform this operation any number of times. Find the lexicographically smallest matrix\xe2\x80\xa0 you can obtain after performing arbitrary number of operations.\xe2\x80\xa0 For two matrices A and B of size n\xc3\x97n, let a(i\xe2\x88\x921)\xe2\x8b\x85n+j=Ai,j and b(i\xe2\x88\x921)\xe2\x8b\x85n+j=Bi,j. Then, the matrix A is lexicographically smaller than the matrix B when there exists an index i (1\xe2\x89\xa4i\xe2\x89\xa4n2) such that ai<bi and for all indices j such that 1\xe2\x89\xa4j<i, aj=bj." 2400
1713D "Tournament Countdown" "constructive algorithms,greedy,interactive,number theory,probabilities" "This is an interactive problem.There was a tournament consisting of 2n contestants. The 1-st contestant competed with the 2-nd, the 3-rd competed with the 4-th, and so on. After that, the winner of the first match competed with the winner of second match, etc. The tournament ended when there was only one contestant left, who was declared the winner of the tournament. Such a tournament scheme is known as the single-elimination tournament.You don\'t know the results, but you want to find the winner of the tournament. In one query, you select two integers a and b, which are the indices of two contestants. The jury will return 1 if a won more matches than b, 2 if b won more matches than a, or 0 if their number of wins was equal.Find the winner in no more than \xe2\x8c\x8813\xe2\x8b\x852n+1\xe2\x8c\x89 queries. Here \xe2\x8c\x88x\xe2\x8c\x89 denotes the value of x rounded up to the nearest integer.Note that the tournament is long over, meaning that the results are fixed and do not depend on your queries." 1800
1713C "Build Permutation" "constructive algorithms,dp,math" "A 0-indexed array a of size n is called good if for all valid indices i (0\xe2\x89\xa4i\xe2\x89\xa4n\xe2\x88\x921), ai+i is a perfect square\xe2\x80\xa0.Given an integer n. Find a permutation\xe2\x80\xa1 p of [0,1,2,\xe2\x80\xa6,n\xe2\x88\x921] that is good or determine that no such permutation exists.\xe2\x80\xa0 An integer x is said to be a perfect square if there exists an integer y such that x=y2.\xe2\x80\xa1 An array b is a permutation of an array a if b consists of the elements of a in arbitrary order. For example, [4,2,3,4] is a permutation of [3,2,4,4] while [1,2,2] is not a permutation of [1,2,3]." 1200
1713B "Optimal Reduction" "constructive algorithms,sortings" "Consider an array a of n positive integers.You may perform the following operation:   select two indices l and r (1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n), then  decrease all elements al,al+1,\xe2\x80\xa6,ar by 1. Let\'s call f(a) the minimum number of operations needed to change array a into an array of n zeros.Determine if for all permutations\xe2\x80\xa0 b of a, f(a)\xe2\x89\xa4f(b) is true. \xe2\x80\xa0 An array b is a permutation of an array a if b consists of the elements of a in arbitrary order. For example, [4,2,3,4] is a permutation of [3,2,4,4] while [1,2,2] is not a permutation of [1,2,3]." 1000
1713A "Traveling Salesman Problem" geometry,greedy,implementation "You are living on an infinite plane with the Cartesian coordinate system on it. In one move you can go to any of the four adjacent points (left, right, up, down).More formally, if you are standing at the point (x,y), you can:   go left, and move to (x\xe2\x88\x921,y), or  go right, and move to (x+1,y), or  go up, and move to (x,y+1), or  go down, and move to (x,y\xe2\x88\x921). There are n boxes on this plane. The i-th box has coordinates (xi,yi). It is guaranteed that the boxes are either on the x-axis or the y-axis. That is, either xi=0 or yi=0.You can collect a box if you and the box are at the same point. Find the minimum number of moves you have to perform to collect all of these boxes if you have to start and finish at the point (0,0)." 800
1712F Triameter "binary search,data structures,dfs and similar,trees" "\xe2\x80\x94 What is my mission?  \xe2\x80\x94 To count graph diameters.You and Your SubmissionA tree is a connected undirected graph without cycles. A weighted tree has a weight assigned to each edge. The degree of a vertex is the number of edges connected to this vertex.You are given a weighted tree with n vertices, each edge has a weight of 1. Let L be the set of vertices with degree equal to 1. You have to answer q independent queries. In the i-th query:  You are given a positive integer xi.  For all u,v\xe2\x88\x88L such that u<v, add edge (u,v) with weight xi to the graph (initially the given tree).  Find the diameter of the resulting graph. The diameter of a graph is equal to max1\xe2\x89\xa4u<v\xe2\x89\xa4nd(u,v), where d(u,v) is the length of the shortest path between vertex u and vertex v." 3200
1712E2 "LCM Sum (hard version)" "brute force,data structures,math,number theory,two pointers" "We are sum for we are manySome NumberThis version of the problem differs from the previous one only in the constraint on t. You can make hacks only if both versions of the problem are solved.You are given two positive integers l and r.Count the number of distinct triplets of integers (i,j,k) such that l\xe2\x89\xa4i<j<k\xe2\x89\xa4r and lcm(i,j,k)\xe2\x89\xa5i+j+k.Here lcm(i,j,k) denotes the least common multiple (LCM) of integers i, j, and k." 2500
1712E1 "LCM Sum (easy version)" "binary search,brute force,combinatorics,math,number theory,two pointers" "We are sum for we are manySome NumberThis version of the problem differs from the next one only in the constraint on t. You can make hacks only if both versions of the problem are solved.You are given two positive integers l and r.Count the number of distinct triplets of integers (i,j,k) such that l\xe2\x89\xa4i<j<k\xe2\x89\xa4r and lcm(i,j,k)\xe2\x89\xa5i+j+k.Here lcm(i,j,k) denotes the least common multiple (LCM) of integers i, j, and k." 2300
1712D "Empty Graph" "binary search,constructive algorithms,data structures,greedy,shortest paths" "\xe2\x80\x94 Do you have a wish?  \xe2\x80\x94 I want people to stop gifting each other arrays.O_o and Another Young BoyAn array of n positive integers a1,a2,\xe2\x80\xa6,an fell down on you from the skies, along with a positive integer k\xe2\x89\xa4n.You can apply the following operation at most k times:   Choose an index 1\xe2\x89\xa4i\xe2\x89\xa4n and an integer 1\xe2\x89\xa4x\xe2\x89\xa4109. Then do ai:=x (assign x to ai). Then build a complete undirected weighted graph with n vertices numbered with integers from 1 to n, where edge (l,r) (1\xe2\x89\xa4l<r\xe2\x89\xa4n) has weight min(al,al+1,\xe2\x80\xa6,ar).You have to find the maximum possible diameter of the resulting graph after performing at most k operations.The diameter of a graph is equal to max1\xe2\x89\xa4u<v\xe2\x89\xa4nd(u,v), where d(u,v) is the length of the shortest path between vertex u and vertex v." 2000
1712C "Sort Zero" greedy,sortings "An array is sorted if it has no inversionsA Young BoyYou are given an array of n positive integers a1,a2,\xe2\x80\xa6,an. In one operation you do the following:   Choose any integer x.  For all i such that ai=x, do ai:=0 (assign 0 to ai). Find the minimum number of operations required to sort the array in non-decreasing order." 1100
1712B "Woeful Permutation" "constructive algorithms,greedy,number theory" "I wonder, does the falling rain Forever yearn for it\'s disdain?Effluvium of the MindYou are given a positive integer n.Find any permutation p of length n such that the sum lcm(1,p1)+lcm(2,p2)+\xe2\x80\xa6+lcm(n,pn) is as large as possible. Here lcm(x,y) denotes the least common multiple (LCM) of integers x and y.A permutation is an array consisting of n distinct integers from 1 to n in arbitrary order. For example, [2,3,1,5,4] is a permutation, but [1,2,2] is not a permutation (2 appears twice in the array) and [1,3,4] is also not a permutation (n=3 but there is 4 in the array)." 800
1712A "Wonderful Permutation" greedy,implementation "God\'s Blessing on This PermutationForces!A Random PebbleYou are given a permutation p1,p2,\xe2\x80\xa6,pn of length n and a positive integer k\xe2\x89\xa4n. In one operation you can choose two indices i and j (1\xe2\x89\xa4i<j\xe2\x89\xa4n) and swap pi with pj.Find the minimum number of operations needed to make the sum p1+p2+\xe2\x80\xa6+pk as small as possible.A permutation is an array consisting of n distinct integers from 1 to n in arbitrary order. For example, [2,3,1,5,4] is a permutation, but [1,2,2] is not a permutation (2 appears twice in the array) and [1,3,4] is also not a permutation (n=3 but there is 4 in the array)." 800
1711B Party "brute force,graphs" "A club plans to hold a party and will invite some of its n members. The n members are identified by the numbers 1,2,\xe2\x80\xa6,n. If member i is not invited, the party will gain an unhappiness value of ai.There are m pairs of friends among the n members. As per tradition, if both people from a friend pair are invited, they will share a cake at the party. The total number of cakes eaten will be equal to the number of pairs of friends such that both members have been invited.However, the club\'s oven can only cook two cakes at a time. So, the club demands that the total number of cakes eaten is an even number.What is the minimum possible total unhappiness value of the party, respecting the constraint that the total number of cakes eaten is even?" 1300
1711A "Perfect Permutation" "constructive algorithms" "You are given a positive integer n.The weight of a permutation p1,p2,\xe2\x80\xa6,pn is the number of indices 1\xe2\x89\xa4i\xe2\x89\xa4n such that i divides pi. Find a permutation p1,p2,\xe2\x80\xa6,pn with the minimum possible weight (among all permutations of length n).A permutation is an array consisting of n distinct integers from 1 to n in arbitrary order. For example, [2,3,1,5,4] is a permutation, but [1,2,2] is not a permutation (2 appears twice in the array) and [1,3,4] is also not a permutation (n=3 but there is 4 in the array)." 800
1710E "Two Arrays" "binary search,games,graph matchings" "You are given two arrays of integers a1,a2,\xe2\x80\xa6,an and b1,b2,\xe2\x80\xa6,bm. Alice and Bob are going to play a game. Alice moves first and they take turns making a move.They play on a grid of size n\xc3\x97m (a grid with n rows and m columns). Initially, there is a rook positioned on the first row and first column of the grid.During her/his move, a player can do one of the following two operations:  Move the rook to a different cell on the same row or the same column of the current cell. A player cannot move the rook to a cell that has been visited 1000 times before (i.e., the rook can stay in a certain cell at most 1000 times during the entire game). Note that the starting cell is considered to be visited once at the beginning of the game. End the game immediately with a score of ar+bc, where (r,c) is the current cell (i.e., the rook is on the r-th row and c-th column). Bob wants to maximize the score while Alice wants to minimize it. If they both play this game optimally, what is the final score of the game?" 2400
1710D "Recover the Tree" "constructive algorithms,trees" "Rhodoks has a tree with n vertices, but he doesn\'t remember its structure. The vertices are indexed from 1 to n.A segment [l,r] (1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n) is good if the vertices with indices l, l+1, ..., r form a connected component in Rhodoks\' tree. Otherwise, it is bad.For example, if the tree is the one in the picture, then only the segment [3,4] is bad while all the other segments are good.  For each of the n(n+1)2 segments, Rhodoks remembers whether it is good or bad. Can you help him recover the tree? If there are multiple solutions, print any.It is guaranteed that the there is at least one tree satisfying Rhodoks\' description." 3400
1710C "XOR Triangle" "bitmasks,brute force,constructive algorithms,dp,greedy,math" "You are given a positive integer n. Since n may be very large, you are given its binary representation.You should compute the number of triples (a,b,c) with 0\xe2\x89\xa4a,b,c\xe2\x89\xa4n such that a\xe2\x8a\x95b, b\xe2\x8a\x95c, and a\xe2\x8a\x95c are the sides of a non-degenerate triangle. Here, \xe2\x8a\x95 denotes the bitwise XOR operation.You should output the answer modulo 998244353.Three positive values x, y, and z are the sides of a non-degenerate triangle if and only if x+y>z, x+z>y, and y+z>x." 2500
1710B Rain "binary search,brute force,data structures,geometry,greedy,implementation,math" "You are the owner of a harvesting field which can be modeled as an infinite line, whose positions are identified by integers.It will rain for the next n days. On the i-th day, the rain will be centered at position xi and it will have intensity pi. Due to these rains, some rainfall will accumulate; let aj be the amount of rainfall accumulated at integer position j. Initially aj is 0, and it will increase by max(0,pi\xe2\x88\x92|xi\xe2\x88\x92j|) after the i-th day\'s rain.A flood will hit your field if, at any moment, there is a position j with accumulated rainfall aj>m.You can use a magical spell to erase exactly one day\'s rain, i.e., setting pi=0. For each i from 1 to n, check whether in case of erasing the i-th day\'s rain there is no flood." 2100
