In the i-th line print the answer to the i-th query asking the number of people in the dormitory.
Consider the first sample test: " "3100  x682"
571C "CNF 2" "constructive algorithms, dfs and similar, graphs, greedy" "\'In Boolean logic, a formula is in conjunctive normal form (CNF) or clausal normal form if it is a conjunction of clauses, where a clause is a disjunction of literals\' (cited from https://en.wikipedia.org/wiki/Conjunctive_normal_form)
In the other words, CNF is a formula of type , where & represents a logical ""AND"" (conjunction),  represents a logical ""OR"" (disjunction), and vij are some boolean variables or their negations. Each statement in brackets is called a clause, and vij are called literals.
You are given a CNF containing variables x1,\xe2\x80\x89...,\xe2\x80\x89xm and their negations. We know that each variable occurs in at most two clauses (with negation and without negation in total). Your task is to determine whether this CNF is satisfiable, that is, whether there are such values of variables where the CNF value is true. If CNF is satisfiable, then you also need to determine the values of the variables at which the CNF is true. 
It is guaranteed that each variable occurs at most once in each clause.
The first line contains integers n and m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n,\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x892\xc2\xb7105) \xe2\x80\x94 the number of clauses and the number variables, correspondingly.
Next n lines contain the descriptions of each clause. The i-th line first contains first number ki (ki\xe2\x80\x89\xe2\x89\xa5\xe2\x80\x891) \xe2\x80\x94 the number of literals in the i-th clauses. Then follow space-separated literals vij (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89|vij|\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89m). A literal that corresponds to vij is x|vij| either with negation, if vij is negative, or without negation otherwise.
If CNF is not satisfiable, print a single line ""NO"" (without the quotes), otherwise print two strings: string ""YES"" (without the quotes), and then a string of m numbers zero or one \xe2\x80\x94 the values of variables in satisfying assignment in the order from x1 to xm.
In the first sample test formula is . One of possible answer is x1\xe2\x80\x89=\xe2\x80\x89TRUE,\xe2\x80\x89x2\xe2\x80\x89=\xe2\x80\x89TRUE." "2500  x669"
571B Minimization "dp, greedy, sortings" "You\'ve got array A, consisting of n integers and a positive integer k. Array A is indexed by integers from 1 to n.
You need to permute the array elements so that value 
The first line contains two integers n,\xe2\x80\x89k (2\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x893\xc2\xb7105, 1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89k\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89min(5000,\xe2\x80\x89n\xe2\x80\x89-\xe2\x80\x891)). 
The second line contains n integers A[1],\xe2\x80\x89A[2],\xe2\x80\x89...,\xe2\x80\x89A[n] (\xe2\x80\x89-\xe2\x80\x89109\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89A[i]\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89109), separate by spaces \xe2\x80\x94 elements of the array A.
Print the minimum possible value of the sum described in the statement.
In the first test one of the optimal permutations is 1 4 2. 
In the second test the initial order is optimal. 
In the third test one of the optimal permutations is 2 3 4 4 3 5." "2000  x2655"
571A "Lengthening Sticks" "combinatorics, implementation, math" "You are given three sticks with positive integer lengths of a,\xe2\x80\x89b, and c centimeters. You can increase length of some of them by some positive integer number of centimeters (different sticks can be increased by a different length), but in total by at most l centimeters. In particular, it is allowed not to increase the length of any stick.
Determine the number of ways to increase the lengths of some sticks so that you can form from them a non-degenerate (that is, having a positive area) triangle. Two ways are considered different, if the length of some stick is increased by different number of centimeters in them.
The single line contains 4 integers a,\xe2\x80\x89b,\xe2\x80\x89c,\xe2\x80\x89l (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89a,\xe2\x80\x89b,\xe2\x80\x89c\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x893\xc2\xb7105, 0\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89l\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x893\xc2\xb7105).
Print a single integer \xe2\x80\x94 the number of ways to increase the sizes of the sticks by the total of at most l centimeters, so that you can make a non-degenerate triangle from it.
In the first sample test you can either not increase any stick or increase any two sticks by 1 centimeter.
In the second sample test you can increase either the first or the second stick by one centimeter. Note that the triangle made from the initial sticks is degenerate and thus, doesn\'t meet the conditions." "2100  x2330"
570E "Pig and Palindromes" "combinatorics, dp" "Peppa the Pig was walking and walked into the forest. What a strange coincidence! The forest has the shape of a rectangle, consisting of n rows and m columns. We enumerate the rows of the rectangle from top to bottom with numbers from 1 to n, and the columns \xe2\x80\x94 from left to right with numbers from 1 to m. Let\'s denote the cell at the intersection of the r-th row and the c-th column as (r,\xe2\x80\x89c).
Initially the pig stands in cell (1,\xe2\x80\x891), and in the end she wants to be in cell (n,\xe2\x80\x89m). Since the pig is in a hurry to get home, she can go from cell (r,\xe2\x80\x89c), only to either cell (r\xe2\x80\x89+\xe2\x80\x891,\xe2\x80\x89c) or (r,\xe2\x80\x89c\xe2\x80\x89+\xe2\x80\x891). She cannot leave the forest.
The forest, where the pig is, is very unusual. Some cells of the forest similar to each other, and some look very different. Peppa enjoys taking pictures and at every step she takes a picture of the cell where she is now. The path through the forest is considered to be beautiful if photographs taken on her way, can be viewed in both forward and in reverse order, showing the same sequence of photos. More formally, the line formed by the cells in order of visiting should be a palindrome (you can read a formal definition of a palindrome in the previous problem).
Count the number of beautiful paths from cell (1,\xe2\x80\x891) to cell (n,\xe2\x80\x89m). Since this number can be very large, determine the remainder after dividing it by 109\xe2\x80\x89+\xe2\x80\x897.
The first line contains two integers n,\xe2\x80\x89m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n,\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89500) \xe2\x80\x94 the height and width of the field.
Each of the following n lines contains m lowercase English letters identifying the types of cells of the forest. Identical cells are represented by identical letters, different cells are represented by different letters.
Print a single integer \xe2\x80\x94 the number of beautiful paths modulo 109\xe2\x80\x89+\xe2\x80\x897.
Picture illustrating possibilities for the sample test. 
 
 " "2300  x1909"
570D "Tree Requests" "binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees" "Roman planted a tree consisting of n vertices. Each vertex contains a lowercase English letter. Vertex 1 is the root of the tree, each of the n\xe2\x80\x89-\xe2\x80\x891 remaining vertices has a parent in the tree. Vertex is connected with its parent by an edge. The parent of vertex i is vertex pi, the parent index is always less than the index of the vertex (i.e., pi\xe2\x80\x89<\xe2\x80\x89i).
The depth of the vertex is the number of nodes on the path from the root to v along the edges. In particular, the depth of the root is equal to 1.
We say that vertex u is in the subtree of vertex v, if we can get from u to v, moving from the vertex to the parent. In particular, vertex v is in its subtree.
Roma gives you m queries, the i-th of which consists of two numbers vi, hi. Let\'s consider the vertices in the subtree vi located at depth hi. Determine whether you can use the letters written at these vertices to make a string that is a palindrome. The letters that are written in the vertexes, can be rearranged in any order to make a palindrome, but all letters should be used.
The first line contains two integers n, m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n,\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89500\xe2\x80\x89000) \xe2\x80\x94 the number of nodes in the tree and queries, respectively.
The following line contains n\xe2\x80\x89-\xe2\x80\x891 integers p2,\xe2\x80\x89p3,\xe2\x80\x89...,\xe2\x80\x89pn \xe2\x80\x94 the parents of vertices from the second to the n-th (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89pi\xe2\x80\x89<\xe2\x80\x89i).
The next line contains n lowercase English letters, the i-th of these letters is written on vertex i.
Next m lines describe the queries, the i-th line contains two numbers vi, hi (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89vi,\xe2\x80\x89hi\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n) \xe2\x80\x94 the vertex and the depth that appear in the i-th query.
Print m lines. In the i-th line print ""Yes"" (without the quotes), if in the i-th query you can make a palindrome from the letters written on the vertices, otherwise print ""No"" (without the quotes).
String s is a palindrome if reads the same from left to right and from right to left. In particular, an empty string is a palindrome.
Clarification for the sample test.
In the first query there exists only a vertex 1 satisfying all the conditions, we can form a palindrome ""z"".
In the second query vertices 5 and 6 satisfy condititions, they contain letters ""\xd1\x81"" and ""d"" respectively. It is impossible to form a palindrome of them.
In the third query there exist no vertices at depth 1 and in subtree of 4. We may form an empty palindrome.
In the fourth query there exist no vertices in subtree of 6 at depth 1. We may form an empty palindrome.
In the fifth query there vertices 2, 3 and 4 satisfying all conditions above, they contain letters ""a"", ""c"" and ""c"". We may form a palindrome ""cac""." "2200  x7314"
570C Replacement "constructive algorithms, data structures, implementation" "Daniel has a string s, consisting of lowercase English letters and period signs (characters \'.\'). Let\'s define the operation of replacement as the following sequence of steps: find a substring "".."" (two consecutive periods) in string s, of all occurrences of the substring let\'s choose the first one, and replace this substring with string ""."". In other words, during the replacement operation, the first two consecutive periods are replaced by one. If string s contains no two consecutive periods, then nothing happens.
Let\'s define f(s) as the minimum number of operations of replacement to perform, so that the string does not have any two consecutive periods left.
You need to process m queries, the i-th results in that the character at position xi (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89xi\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n) of string s is assigned value ci. After each operation you have to calculate and output the value of f(s).
Help Daniel to process all queries.
The first line contains two integers n and m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n,\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89300\xe2\x80\x89000) the length of the string and the number of queries.
The second line contains string s, consisting of n lowercase English letters and period signs.
The following m lines contain the descriptions of queries. The i-th line contains integer xi and ci (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89xi\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n, ci \xe2\x80\x94 a lowercas English letter or a period sign), describing the query of assigning symbol ci to position xi.
Print m numbers, one per line, the i-th of these numbers must be equal to the value of f(s) after performing the i-th assignment.
Note to the first sample test (replaced periods are enclosed in square brackets).
The original string is "".b..bz...."".
Note to the second sample test.
The original string is "".cc.""." "1600  x9185"
570B "Simple Game" "constructive algorithms, games, greedy, implementation, math" "One day Misha and Andrew were playing a very simple game. First, each player chooses an integer in the range from 1 to n. Let\'s assume that Misha chose number m, and Andrew chose number a.
Then, by using a random generator they choose a random integer c in the range between 1 and n (any integer from 1 to n is chosen with the same probability), after which the winner is the player, whose number was closer to c. The boys agreed that if m and a are located on the same distance from c, Misha wins.
Andrew wants to win very much, so he asks you to help him. You know the number selected by Misha, and number n. You need to determine which value of a Andrew must choose, so that the probability of his victory is the highest possible.
More formally, you need to find such integer a (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89a\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n), that the probability that  is maximal, where c is the equiprobably chosen integer from 1 to n (inclusive).
The first line contains two integers n and m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89109) \xe2\x80\x94 the range of numbers in the game, and the number selected by Misha respectively.
Print a single number \xe2\x80\x94 such value a, that probability that Andrew wins is the highest. If there are multiple such values, print the minimum of them.
In the first sample test: Andrew wins if c is equal to 2 or 3. The probability that Andrew wins is 2\xe2\x80\x89/\xe2\x80\x893. If Andrew chooses a\xe2\x80\x89=\xe2\x80\x893, the probability of winning will be 1\xe2\x80\x89/\xe2\x80\x893. If a\xe2\x80\x89=\xe2\x80\x891, the probability of winning is 0.
In the second sample test: Andrew wins if c is equal to 1 and 2. The probability that Andrew wins is 1\xe2\x80\x89/\xe2\x80\x892. For other choices of a the probability of winning is less." "1300  x16194"
570A Elections implementation "The country of Byalechinsk is running elections involving n candidates. The country consists of m cities. We know how many people in each city voted for each candidate.
The electoral system in the country is pretty unusual. At the first stage of elections the votes are counted for each city: it is assumed that in each city won the candidate who got the highest number of votes in this city, and if several candidates got the maximum number of votes, then the winner is the one with a smaller index.
At the second stage of elections the winner is determined by the same principle over the cities: the winner of the elections is the candidate who won in the maximum number of cities, and among those who got the maximum number of cities the winner is the one with a smaller index.
Determine who will win the elections.
The first line of the input contains two integers n, m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n,\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89100) \xe2\x80\x94 the number of candidates and of cities, respectively.
Each of the next m lines contains n non-negative integers, the j-th number in the i-th line aij (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89j\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n, 1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89i\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89m, 0\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89aij\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89109) denotes the number of votes for candidate j in city i.
It is guaranteed that the total number of people in all the cities does not exceed 109.
Print a single number \xe2\x80\x94 the index of the candidate who won the elections. The candidates are indexed starting from one.
Note to the first sample test. At the first stage city 1 chosen candidate 3, city 2 chosen candidate 2, city 3 chosen candidate 2. The winner is candidate 2, he gained 2 votes.
Note to the second sample test. At the first stage in city 1 candidates 1 and 2 got the same maximum number of votes, but candidate 1 has a smaller index, so the city chose candidate 1. City 2 chosen candidate 3. City 3 chosen candidate 1, due to the fact that everyone has the same number of votes, and 1 has the smallest index. City 4 chosen the candidate 3. On the second stage the same number of cities chose candidates 1 and 3. The winner is candidate 1, the one with the smaller index." "1100  x13911"
569B Inventory "greedy, math" "Companies always have a lot of equipment, furniture and other things. All of them should be tracked. To do this, there is an inventory number assigned with each item. It is much easier to create a database by using those numbers and keep the track of everything.
During an audit, you were surprised to find out that the items are not numbered sequentially, and some items even share the same inventory number! There is an urgent need to fix it. You have chosen to make the numbers of the items sequential, starting with 1. Changing a number is quite a time-consuming process, and you would like to make maximum use of the current numbering.
You have been given information on current inventory numbers for n items in the company. Renumber items so that their inventory numbers form a permutation of numbers from 1 to n by changing the number of as few items as possible. Let us remind you that a set of n numbers forms a permutation if all the numbers are in the range from 1 to n, and no two numbers are equal.
The first line contains a single integer n \xe2\x80\x94 the number of items (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105).
The second line contains n numbers a1,\xe2\x80\x89a2,\xe2\x80\x89...,\xe2\x80\x89an (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89ai\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105) \xe2\x80\x94 the initial inventory numbers of the items.
Print n numbers \xe2\x80\x94 the final inventory numbers of the items in the order they occur in the input. If there are multiple possible answers, you may print any of them.
In the first test the numeration is already a permutation, so there is no need to change anything.
In the second test there are two pairs of equal numbers, in each pair you need to replace one number.
In the third test you need to replace 2 by 1, as the numbering should start from one." "1200  x7111"
569A Music "implementation, math" "Little Lesha loves listening to music via his smartphone. But the smartphone doesn\'t have much memory, so Lesha listens to his favorite songs in a well-known social network InTalk.
Unfortunately, internet is not that fast in the city of Ekaterinozavodsk and the song takes a lot of time to download. But Lesha is quite impatient. The song\'s duration is T seconds. Lesha downloads the first S seconds of the song and plays it. When the playback reaches the point that has not yet been downloaded, Lesha immediately plays the song from the start (the loaded part of the song stays in his phone, and the download is continued from the same place), and it happens until the song is downloaded completely and Lesha listens to it to the end. For q seconds of real time the Internet allows you to download q\xe2\x80\x89-\xe2\x80\x891 seconds of the track.
Tell Lesha, for how many times he will start the song, including the very first start.
The single line contains three integers T,\xe2\x80\x89S,\xe2\x80\x89q (2\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89q\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89104, 1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89S\xe2\x80\x89<\xe2\x80\x89T\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105).
Print a single integer \xe2\x80\x94 the number of times the song will be restarted.
In the first test, the song is played twice faster than it is downloaded, which means that during four first seconds Lesha reaches the moment that has not been downloaded, and starts the song again. After another two seconds, the song is downloaded completely, and thus, Lesha starts the song twice.
In the second test, the song is almost downloaded, and Lesha will start it only once.
In the third sample test the download finishes and Lesha finishes listening at the same moment. Note that song isn\'t restarted in this case." "1500  x4814"
568E "Longest Increasing Subsequence" "data structures, dp" "Note that the memory limit in this problem is less than usual.
Let\'s consider an array consisting of positive integers, some positions of which contain gaps.
We have a collection of numbers that can be used to fill the gaps. Each number from the given collection can be used at most once.
Your task is to determine such way of filling gaps that the longest increasing subsequence in the formed array has a maximum size.
The first line contains a single integer n \xe2\x80\x94 the length of the array (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105).
The second line contains n space-separated integers \xe2\x80\x94 the elements of the sequence. A gap is marked as ""-1"". The elements that are not gaps are positive integers not exceeding 109. It is guaranteed that the sequence contains 0\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89k\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x891000 gaps.
The third line contains a single positive integer m \xe2\x80\x94 the number of elements to fill the gaps (k\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105).
The fourth line contains m positive integers \xe2\x80\x94 the numbers to fill gaps. Each number is a positive integer not exceeding 109. Some numbers may be equal. 
Print n space-separated numbers in a single line \xe2\x80\x94 the resulting sequence. If there are multiple possible answers, print any of them.
In the first sample there are no gaps, so the correct answer is the initial sequence.
In the second sample there is only one way to get an increasing subsequence of length 3.
In the third sample answer ""4 2"" would also be correct. Note that only strictly increasing subsequences are considered.
In the fifth sample the answer ""1 1 1 2"" is not considered correct, as number 1 can be used in replacing only two times." "3000  x599"
568D "Sign Posts" "brute force, geometry, math" "One Khanate had a lot of roads and very little wood. Riding along the roads was inconvenient, because the roads did not have road signs indicating the direction to important cities.
The Han decided that it\'s time to fix the issue, and ordered to put signs on every road. The Minister of Transport has to do that, but he has only k signs. Help the minister to solve his problem, otherwise the poor guy can lose not only his position, but also his head.
More formally, every road in the Khanate is a line on the Oxy plane, given by an equation of the form Ax\xe2\x80\x89+\xe2\x80\x89By\xe2\x80\x89+\xe2\x80\x89C\xe2\x80\x89=\xe2\x80\x890 (A and B are not equal to 0 at the same time). You are required to determine whether you can put signs in at most k points so that each road had at least one sign installed.
The input starts with two positive integers n, k (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105,\xe2\x80\x891\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89k\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x895)
Next n lines contain three integers each, Ai,\xe2\x80\x89Bi,\xe2\x80\x89Ci, the coefficients of the equation that determines the road (|Ai|,\xe2\x80\x89|Bi|,\xe2\x80\x89|Ci|\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89105, Ai2\xe2\x80\x89+\xe2\x80\x89Bi2\xe2\x80\x89\xe2\x89\xa0\xe2\x80\x890).
It is guaranteed that no two roads coincide.
If there is no solution, print ""NO"" in the single line (without the quotes).
Otherwise, print in the first line ""YES"" (without the quotes).
In the second line print a single number m (m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89k) \xe2\x80\x94 the number of used signs. In the next m lines print the descriptions of their locations.
Description of a location of one sign is two integers v,\xe2\x80\x89u. If u and v are two distinct integers between 1 and n, we assume that sign is at the point of intersection of roads number v and u. If u\xe2\x80\x89=\xe2\x80\x89\xe2\x80\x89-\xe2\x80\x891, and v is an integer between 1 and n, then the sign is on the road number v in the point not lying on any other road. In any other case the description of a sign will be assumed invalid and your answer will be considered incorrect. In case if v\xe2\x80\x89=\xe2\x80\x89u, or if v and u are the numbers of two non-intersecting roads, your answer will also be considered incorrect.
The roads are numbered starting from 1 in the order in which they follow in the input.
Note that you do not have to minimize m, but it shouldn\'t be more than k.
In the first test all three roads intersect at point (0,0).
In the second test all three roads form a triangle and there is no way to place one sign so that it would stand on all three roads at once." "2800  x308"
568C "New Language" "2-sat, greedy" "Living in Byteland was good enough to begin with, but the good king decided to please his subjects and to introduce a national language. He gathered the best of wise men, and sent an expedition to faraway countries, so that they would find out all about how a language should be designed.
After some time, the wise men returned from the trip even wiser. They locked up for six months in the dining room, after which they said to the king: ""there are a lot of different languages, but almost all of them have letters that are divided into vowels and consonants; in a word, vowels and consonants must be combined correctly.""
There are very many rules, all of them have exceptions, but our language will be deprived of such defects! We propose to introduce a set of formal rules of combining vowels and consonants, and include in the language all the words that satisfy them.
The rules of composing words are:
You are given some string s of length n, it is not necessarily a correct word of the new language. Among all the words of the language that lexicographically not smaller than the string s, find the minimal one in lexicographic order.
The first line contains a single line consisting of letters \'V\' (Vowel) and \'C\' (Consonant), determining which letters are vowels and which letters are consonants. The length of this string l is the size of the alphabet of the new language (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89l\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x8926). The first l letters of the English alphabet are used as the letters of the alphabet of the new language. If the i-th character of the string equals to \'V\', then the corresponding letter is a vowel, otherwise it is a consonant.
The second line contains two integers n, m (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89200, 0\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89m\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x894n(n\xe2\x80\x89-\xe2\x80\x891)) \xe2\x80\x94 the number of letters in a single word and the number of rules, correspondingly.
Next m lines describe m rules of the language in the following format: pos1,\xe2\x80\x89t1,\xe2\x80\x89pos2,\xe2\x80\x89t2 (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89pos1,\xe2\x80\x89pos2\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n, pos1\xe2\x80\x89\xe2\x89\xa0\xe2\x80\x89pos2,  \'V\', \'C\' }).
The last line contains string s of length n, consisting of the first l small letters of the English alphabet.
It is guaranteed that no two rules are the same.
Print a smallest word of a language that is lexicographically not smaller than s. If such words does not exist (for example, if the language has no words at all), print ""-1"" (without the quotes).
In the first test word ""aa"" is not a word of the language, but word ""ab"" is.
In the second test out of all four possibilities only word ""bb"" is not a word of a language, but all other words are lexicographically less, so there is no answer.
In the third test, due to the last rule, ""abac"" doesn\'t belong to the language (""a"" is a vowel, ""c"" is a consonant). The only word with prefix ""ab"" that meets the given rules is ""abaa"". But it is less than ""abac"", so the answer will be ""acaa""" "2600  x867"
568B "Symmetric and Transitive" "combinatorics, dp, math" "Little Johnny has recently learned about set theory. Now he is studying binary relations. You\'ve probably heard the term ""equivalence relation"". These relations are very important in many areas of mathematics. For example, the equality of the two numbers is an equivalence relation.
A set \xcf\x81 of pairs (a,\xe2\x80\x89b) of elements of some set A is called a binary relation on set A. For two elements a and b of the set A we say that they are in relation \xcf\x81, if pair , in this case we use a notation .
Binary relation is equivalence relation, if:
Little Johnny is not completely a fool and he noticed that the first condition is not necessary! Here is his ""proof"":
Take any two elements, a and b. If , then  (according to property (2)), which means  (according to property (3)).
It\'s very simple, isn\'t it? However, you noticed that Johnny\'s ""proof"" is wrong, and decided to show him a lot of examples that prove him wrong.
Here\'s your task: count the number of binary relations over a set of size n such that they are symmetric, transitive, but not an equivalence relations (i.e. they are not reflexive).
Since their number may be very large (not 0, according to Little Johnny), print the remainder of integer division of this number by 109\xe2\x80\x89+\xe2\x80\x897.
A single line contains a single integer n (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x894000).
In a single line print the answer to the problem modulo 109\xe2\x80\x89+\xe2\x80\x897.
If n\xe2\x80\x89=\xe2\x80\x891 there is only one such relation \xe2\x80\x94 an empty one, i.e. . In other words, for a single element x of set A the following is hold: .
If n\xe2\x80\x89=\xe2\x80\x892 there are three such relations. Let\'s assume that set A consists of two elements, x and y. Then the valid relations are , \xcf\x81\xe2\x80\x89=\xe2\x80\x89{(x,\xe2\x80\x89x)}, \xcf\x81\xe2\x80\x89=\xe2\x80\x89{(y,\xe2\x80\x89y)}. It is easy to see that the three listed binary relations are symmetric and transitive relations, but they are not equivalence relations." "1900  x2250"
568A "Primes or Palindromes?" "brute force, implementation, math, number theory" "Rikhail Mubinchik believes that the current definition of prime numbers is obsolete as they are too complex and unpredictable. A palindromic number is another matter. It is aesthetically pleasing, and it has a number of remarkable properties. Help Rikhail to convince the scientific community in this!
Let us remind you that a number is called prime if it is integer larger than one, and is not divisible by any positive integer other than itself and one.
Rikhail calls a number a palindromic if it is integer, positive, and its decimal representation without leading zeros is a palindrome, i.e. reads the same from left to right and right to left.
One problem with prime numbers is that there are too many of them. Let\'s introduce the following notation: \xcf\x80(n) \xe2\x80\x94 the number of primes no larger than n, rub(n) \xe2\x80\x94 the number of palindromic numbers no larger than n. Rikhail wants to prove that there are a lot more primes than palindromic ones.
He asked you to solve the following problem: for a given value of the coefficient A find the maximum n, such that \xcf\x80(n)\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89A\xc2\xb7rub(n).
The input consists of two positive integers p, q, the numerator and denominator of the fraction that is the value of A (, ).
If such maximum number exists, then print it. Otherwise, print ""Palindromic tree is better than splay tree"" (without the quotes)." "1600  x5117"
567F Mausoleum dp "King of Berland Berl IV has recently died. Hail Berl V! As a sign of the highest achievements of the deceased king the new king decided to build a mausoleum with Berl IV\'s body on the main square of the capital.
The mausoleum will be constructed from 2n blocks, each of them has the shape of a cuboid. Each block has the bottom base of a 1\xe2\x80\x89\xc3\x97\xe2\x80\x891 meter square. Among the blocks, exactly two of them have the height of one meter, exactly two have the height of two meters, ..., exactly two have the height of n meters.
The blocks are arranged in a row without spacing one after the other. Of course, not every arrangement of blocks has the form of a mausoleum. In order to make the given arrangement in the form of the mausoleum, it is necessary that when you pass along the mausoleum, from one end to the other, the heights of the blocks first were non-decreasing (i.e., increasing or remained the same), and then \xe2\x80\x94 non-increasing (decrease or remained unchanged). It is possible that any of these two areas will be omitted. For example, the following sequences of block height meet this requirement:
Suddenly, k more requirements appeared. Each of the requirements has the form: ""h[xi] signi h[yi]"", where h[t] is the height of the t-th block, and a signi is one of the five possible signs: \'=\' (equals), \'<\' (less than), \'>\' (more than), \'<=\' (less than or equals), \'>=\' (more than or equals). Thus, each of the k additional requirements is given by a pair of indexes xi, yi (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89xi,\xe2\x80\x89yi\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x892n) and sign signi.
Find the number of possible ways to rearrange the blocks so that both the requirement about the shape of the mausoleum (see paragraph 3) and the k additional requirements were met.
The first line of the input contains integers n and k (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89n\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x8935, 0\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89k\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89100) \xe2\x80\x94 the number of pairs of blocks and the number of additional requirements.
Next k lines contain listed additional requirements, one per line in the format ""xi signi yi"" (1\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x89xi,\xe2\x80\x89yi\xe2\x80\x89\xe2\x89\xa4\xe2\x80\x892n), and the sign is on of the list of the five possible signs.
Print the sought number of ways." "2400  x586"
567E "President and Roads" "dfs and similar, graphs, hashing, shortest paths" "Berland has n cities, the capital is located in city s, and the historic home town of the President is in city t (s\xe2\x80\x89\xe2\x89\xa0\xe2\x80\x89t). The cities are connected by one-way roads, the travel time for each of the road is a positive integer.
Once a year the President visited his historic home town t, for which his motorcade passes along some path from s to t (he always returns on a personal plane). Since the president is a very busy man, he always chooses the path from s to t, along which he will travel the fastest.
