The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4n) \xe2\x80\x94 the colors of the cubes.
The third line of each test case contains m integers s1,s2,\xe2\x80\xa6,sm (1\xe2\x89\xa4si\xe2\x89\xa4n) \xe2\x80\x94 the sizes of the shelves. It\'s guaranteed, that s1+\xe2\x80\xa6+sm=n.
The fourth line of each test case contains m integers d1,d2,\xe2\x80\xa6,dm (1\xe2\x89\xa4di\xe2\x89\xa4si) \xe2\x80\x94 the minimum required colorfulness of the shelves.
It is guaranteed that the sum of n over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, if it is impossible to distribute the cubes on the shelves satisfying all the requirements, output a single number \xe2\x88\x921. Otherwise, output m lines, where the i-th line should contain si numbers representing the colors of the cubes on the i-th shelf, in the appropriate order." "2600  x930"
1893C "Freedom of Choice" "brute force, greedy, implementation" "Let\'s define the anti-beauty of a multiset {b1,b2,\xe2\x80\xa6,blen}{b1,b2,\xe2\x80\xa6,blen} as the number of occurrences of the number lenlen in the multiset.
You are given mm multisets, where the ii-th multiset contains ni distinct elements, specifically: ci,1 copies of the number ai,1, ci,2 copies of the number ai,2,\xe2\x80\xa6,ci,ni copies of the number ai,ni. It is guaranteed that ai,1<ai,2<\xe2\x80\xa6<ai,ni. You are also given numbers l1,l2,\xe2\x80\xa6,lm and r1,r2,\xe2\x80\xa6,rm such that 1\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa4ci,1+\xe2\x80\xa6+ci,ni.
Let\'s create a multiset X, initially empty. Then, for each i from 1 to m, you must perform the following action exactly once:
You need to choose v1,\xe2\x80\xa6,vm and the added numbers in such a way that the resulting multiset X has the minimum possible anti-beauty.
Each test consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains a single integer m (1\xe2\x89\xa4m\xe2\x89\xa4105) \xe2\x80\x94 the number of given multisets.
Then, for each i from 1 to m, a data block consisting of three lines is entered.
The first line of each block contains three integers ni,li,ri (1\xe2\x89\xa4ni\xe2\x89\xa4105,1\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa4ci,1+\xe2\x80\xa6+ci,ni\xe2\x89\xa41017) \xe2\x80\x94 the number of distinct numbers in the i-th multiset and the limits on the number of elements to be added to X from the i-th multiset.
The second line of the block contains ni integers ai,1,\xe2\x80\xa6,ai,ni (1\xe2\x89\xa4ai,1<\xe2\x80\xa6<ai,ni\xe2\x89\xa41017) \xe2\x80\x94 the distinct elements of the i-th multiset.
The third line of the block contains ni integers ci,1,\xe2\x80\xa6,ci,ni (1\xe2\x89\xa4ci,j\xe2\x89\xa41012) \xe2\x80\x94 the number of copies of the elements in the i-th multiset.
It is guaranteed that the sum of the values of m for all test cases does not exceed 105, and also the sum of ni for all blocks of all test cases does not exceed 105.
For each test case, output the minimum possible anti-beauty of the multiset X that you can achieve.
In the first test case, the multisets have the following form:
You can select the elements {10,11,11,11,12} from the first multiset, {12} from the second multiset, and {13,13,13,13} from the third multiset. Thus, X={10,11,11,11,12,12,13,13,13,13}. The size of X is 10, the number 10 appears exactly 1 time in X, so the anti-beauty of X is 1. It can be shown that it is not possible to achieve an anti-beauty less than 1." "2000  x2738"
1893B "Neutral Tonality" "constructive algorithms, greedy, sortings, two pointers" "You are given an array aa consisting of nn integers, as well as an array bb consisting of mm integers.
Let LIS(c)LIS(c) denote the length of the longest increasing subsequence of array cc. For example, LIS([2,1_,1,3_])LIS([2,1\xe2\x80\x93,1,3\xe2\x80\x93]) = 2, LIS([1_,7_,9_]) = 3, LIS([3,1_,2_,4_]) = 3.
You need to insert the numbers b1,b2,\xe2\x80\xa6,bm into the array a, at any positions, in any order. Let the resulting array be c1,c2,\xe2\x80\xa6,cn+m. You need to choose the positions for insertion in order to minimize LIS(c).
Formally, you need to find an array c1,c2,\xe2\x80\xa6,cn+m that simultaneously satisfies the following conditions:
Each test contains multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains two integers n,m (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105,1\xe2\x89\xa4m\xe2\x89\xa42\xe2\x8b\x85105) \xe2\x80\x94 the length of array a and the length of array b.
The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4109) \xe2\x80\x94 the elements of the array a.
The third line of each test case contains m integers b1,b2,\xe2\x80\xa6,bm (1\xe2\x89\xa4bi\xe2\x89\xa4109) \xe2\x80\x94 the elements of the array b.
It is guaranteed that the sum of n over all test cases does not exceed 2\xe2\x8b\x85105, and the sum of m over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output n+m numbers \xe2\x80\x94 the elements of the final array c1,c2,\xe2\x80\xa6,cn+m, obtained after the insertion, such that the value of LIS(c) is minimized. If there are several answers, you can output any of them.
In the first test case, LIS(a)=LIS([6,4])=1. We can insert the number 5 between 6 and 4, then LIS(c)=LIS([6,5,4])=1.
In the second test case, LIS([1_,7,2_,4_,5_]) = 4. After the insertion, c=[1,1,7,7,2,2,4,4,5,5]. It is easy to see that LIS(c)=4. It can be shown that it is impossible to achieve LIS(c) less than 4." "1700  x9015"
1893A "Anonymous Informant" "brute force, dfs and similar, graphs, implementation" "You are given an array b1,b2,\xe2\x80\xa6,bn.
An anonymous informant has told you that the array b was obtained as follows: initially, there existed an array a1,a2,\xe2\x80\xa6,an, after which the following two-component operation was performed k times:
As a result of k such operations, the array b1,b2,\xe2\x80\xa6,bn was obtained. You want to check if the words of the anonymous informant can be true or if they are guaranteed to be false.
\xe2\x80\xa0A number x is called a fixed point of the array a1,a2,\xe2\x80\xa6,an if 1\xe2\x89\xa4x\xe2\x89\xa4n and ax=x.
\xe2\x80\xa1A cyclic left shift of the array a1,a2,\xe2\x80\xa6,an is the array a2,\xe2\x80\xa6,an,a1.
Each test contains multiple test cases. The first line contains an integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains two integers n,k (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105, 1\xe2\x89\xa4k\xe2\x89\xa4109) \xe2\x80\x94 the length of the array b and the number of operations performed.
The second line of each test case contains n integers b1,b2,\xe2\x80\xa6,bn (1\xe2\x89\xa4bi\xe2\x89\xa4109) \xe2\x80\x94 the elements of the array b.
It is guaranteed that the sum of the values of n for all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output ""Yes"" if the words of the anonymous informant can be true, and ""No"" if they are guaranteed to be false.
In the first test case, the array a could be equal to [3,2,3,4,3]. In the first operation, a fixed point x=2 was chosen, and after 2 left shifts, the array became [3,4,3,3,2]. In the second operation, a fixed point x=3 was chosen, and after 3 left shifts, the array became [3,2,3,4,3]. In the third operation, a fixed point x=3 was chosen again, and after 3 left shifts, the array became [4,3,3,2,3], which is equal to the array b.
In the second test case, the array a could be equal to [7,2,1]. After the operation with a fixed point x=2, the array became [1,7,2]. Then, after the operation with a fixed point x=1, the array returned to its initial state [7,2,1]. These same 2 operations (with x=2, and x=1) were repeated 49 times. So, after 100 operations, the array returned to [7,2,1].
In the third test case, it can be shown that there is no solution." "1400  x12528"
1891F "A Growing Tree" "data structures, dfs and similar, trees" "You are given a rooted tree with the root at vertex 1, initially consisting of a single vertex. Each vertex has a numerical value, initially set to 0. There are also q queries of two types: 
After all queries, output the numerical value of all of the vertices in the final tree.
The first line contains a single integer T (1\xe2\x89\xa4T\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The descriptions of the test cases follow.
The first line of each test case contains a single integer q (1\xe2\x89\xa4q\xe2\x89\xa45\xe2\x8b\x85105) \xe2\x80\x94 the number of queries.
The following q lines can fall into two cases: 
It is guaranteed that the sum of q across all test cases does not exceed 5\xe2\x8b\x85105.
For each test case, output the numerical value of each vertex of the final tree after all queries have been performed.
In the first case, the final tree with the assigned numerical values will look like this: " "2000  x3864"
1891E "Brukhovich and Exams" "brute force, greedy, implementation, math, sortings" "The boy Smilo is learning algorithms with a teacher named Brukhovich.
Over the course of the year, Brukhovich will administer nn exams. For each exam, its difficulty ai is known, which is a non-negative integer.
Smilo doesn\'t like when the greatest common divisor of the difficulties of two consecutive exams is equal to 1. Therefore, he considers the sadness of the academic year to be the number of such pairs of exams. More formally, the sadness is the number of indices i (1\xe2\x89\xa4i\xe2\x89\xa4n\xe2\x88\x921) such that gcd(ai,ai+1)=1, where gcd(x,y) is the greatest common divisor of integers x and y.
Brukhovich wants to minimize the sadness of the year of Smilo. To do this, he can set the difficulty of any exam to 0. However, Brukhovich doesn\'t want to make his students\' lives too easy. Therefore, he will perform this action no more than k times.
Help Smilo determine the minimum sadness that Brukhovich can achieve if he performs no more than k operations.
As a reminder, the greatest common divisor (GCD) of two non-negative integers x and y is the maximum integer that is a divisor of both x and y and is denoted as gcd(x,y). In particular, gcd(x,0)=gcd(0,x)=x for any non-negative integer x.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The descriptions of the test cases follow.
The first line of each test case contains two integers n and k (1\xe2\x89\xa4k\xe2\x89\xa4n\xe2\x89\xa4105) \xe2\x80\x94 the total number of exams and the maximum number of exams that can be simplified, respectively. 
The second line of each test case contains n integers a1,a2,a3,\xe2\x80\xa6,an \xe2\x80\x94 the elements of array a, which are the difficulties of the exams (0\xe2\x89\xa4ai\xe2\x89\xa4109).
It is guaranteed that the sum of n across all test cases does not exceed 105.
For each test case, output the minimum possible sadness that can be achieved by performing no more than k operations.
In the first test case, a sadness of 1 can be achieved. To this, you can simplify the second and fourth exams. After this, there will be only one pair of adjacent exams with a greatest common divisor (GCD) equal to one, which is the first and second exams.
In the second test case, a sadness of 0 can be achieved by simplifying the second and fourth exams." "2500  x852"
1891D "Suspicious logarithms" "binary search, brute force, math" "Let f(x) be the floor of the binary logarithm of x. In other words, f(x) is largest non-negative integer y, such that 2y does not exceed x.
Let g(x) be the floor of the logarithm of x with base f(x). In other words, g(x) is the largest non-negative integer z, such that f(x)z does not exceed x.
You are given q queries. The i-th query consists of two integers li and ri. The answer to the query is the sum of g(k) across all integers k, such that li\xe2\x89\xa4k\xe2\x89\xa4ri. Since the answers might be large, print them modulo 109+7.
The first line contains a single integer q \xe2\x80\x94 the number of queries (1\xe2\x89\xa4q\xe2\x89\xa4105).
The next q lines each contain two integers li and ri \xe2\x80\x94 the bounds of the i-th query (4\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa41018). 
For each query, output the answer to the query modulo 109+7.
The table below contains the values of the functions f(x) and g(x) for all x such that 1\xe2\x89\xa4x\xe2\x89\xa48. " "1900  x4011"
1891C "Smilo and Monsters" "binary search, constructive algorithms, greedy, sortings, two pointers" "A boy called Smilo is playing a new game! In the game, there are n hordes of monsters, and the i-th horde contains ai monsters. The goal of the game is to destroy all the monsters. To do this, you have two types of attacks and a combo counter x, initially set to 0:
Your task is to destroy all of the monsters, meaning that there should be no monsters left in any of the hordes. Smilo wants to win as quickly as possible, so he wants to the minimum number of attacks required to win the game. 
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The descriptions of the test cases follow.
The first line of each input data set contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105) \xe2\x80\x94 the number of hordes of monsters.
The second line contains n integers a1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4109) \xe2\x80\x94 the number of monsters in each horde.
It is guaranteed that the sum of n across all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, out put the minimum number of attacks required to kill all monsters.
In the first test case, we can use an attack of the first type on the 1-st, 3-rd and 4-th hordes, and then use an attack of the second type to finish off the 2-nd horde. We need 4 attacks in total.
In the second test case, we can use an attack of the first type on the 1-st and 3-rd hordes, then use an attack of the second type to finish off the 2-nd horde, and then use an attack of the first type on the 4-th horde. We need 4 attacks in total.
In the fourth test case, we can use an attack of the first type once on the 1-st horde, twice on the 2-nd horde, and then use an attack of the second type on the 2-nd horde, and finally use an attack of the first type to finish off the 2-nd horde. We need 5 attacks in total." "1500  x13572"
1891B "Deja Vu" "brute force, math, sortings" "You are given an array a of length n, consisting of positive integers, and an array x of length q, also consisting of positive integers.
There are q modification. On the i-th modification (1\xe2\x89\xa4i\xe2\x89\xa4q), for each j (1\xe2\x89\xa4j\xe2\x89\xa4n), such that aj is divisible by 2xi, you add 2xi\xe2\x88\x921 to aj. Note that xi (1\xe2\x89\xa4xi\xe2\x89\xa430) is a positive integer not exceeding 30.
After all modification queries, you need to output the final array.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains two integers n and q (1\xe2\x89\xa4n,q\xe2\x89\xa4105) \xe2\x80\x94the length of the array a and the number of queries respectively.
The second line of each test case contains n integers a1,a2,a3,\xe2\x80\xa6,an \xe2\x80\x94 the elements of the array a (1\xe2\x89\xa4ai\xe2\x89\xa4109).
The third line of each test case contains q integers x1,x2,x3,\xe2\x80\xa6,xq \xe2\x80\x94 the elements of the array x (1\xe2\x89\xa4xi\xe2\x89\xa430), which are the modification queries.
It is guaranteed that the sum of n and the sum of q across all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output the array after all of the modification queries.
In the first test case, the first query will add 2 to the integers in positions 4 and 5. After this addition, the array would be [1,2,3,6,6]. Other operations will not modify the array.
In the second test case, the first modification query does not change the array. The second modification query will add 8 to the integer in position 5, so that the array would look like this: [7,8,12,36,56,6,3]. The third modification query will add 2 to the integers in positions 2,3, 4 and 5. The array would then look like this: [7,10,14,38,58,6,3]." "1100  x18407"
1891A "Sorting with Twos" "constructive algorithms, sortings" "You are given an array of integers a1,a2,\xe2\x80\xa6,an. In one operation, you do the following: 
Can you sort the array in non-decreasing order by performing some number (possibly zero) of operations?
An array is considered non-decreasing if ai\xe2\x89\xa4ai+1 for all integers i such that 1\xe2\x89\xa4i\xe2\x89\xa4n\xe2\x88\x921.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa420) \xe2\x80\x94 the length of array a.
The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an \xe2\x80\x94 the integers in array a (0\xe2\x89\xa4ai\xe2\x89\xa41000).
For each test case, output ""YES"" if the array can be sorted, and ""NO"" otherwise.
In the first test case, the array is already sorted in non-decreasing order, so we don\'t have to perform any operations.
In the second test case, we can choose m=1 twice to get the array [4,3,3,4,4]. Then, we can choose m=0 once and get the sorted in non-decreasing order array [3,3,3,4,4].
In the third test case, we can choose m=0 once and get the array [5,5,5,7,5,6,6,8,7]. Then, we can choose m=2 twice and get the array [3,3,3,5,5,6,6,8,7]. After that, we can choose m=3 once and get the sorted in non-decreasing order array [2,2,2,4,4,5,5,7,7].
For the fourth and fifth test case, it can be shown that the array could not be sorted using these operations." "800  x19332"
1890B "Qingshan Loves Strings" "constructive algorithms, implementation" "Qingshan has a string s, while Daniel has a string t. Both strings only contain 0 and 1.
A string a of length k is good if and only if
For example, 1, 101, 0101 are good, while 11, 1001, 001100 are not good.
Qingshan wants to make s good. To do this, she can do the following operation any number of times (possibly, zero):
Please tell Qingshan if it is possible to make s good.
The input consists of multiple test cases. The first line contains a single integer T (1\xe2\x89\xa4T\xe2\x89\xa42000) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains two integers n and m (1\xe2\x89\xa4n,m\xe2\x89\xa450) \xe2\x80\x94 the length of the strings s and t, respectively.
The second line of each test case contains a string s of length n.
The third line of each test case contains a string t of length m.
It is guaranteed that s and t only contain 0 and 1.
For each test case, print ""YES"" (without quotes), if it is possible to make s good, and ""NO"" (without quotes) otherwise.
You can print letters in any case (upper or lower).
In the first test case, s is good initially, so you can get a good s by doing zero operations.
In the second test case, you can do the following two operations (the inserted string t is underlined):
and get s=101010101, which is good.
In the third test case, there is no way to make s good after any number of operations." "800  x17608"
1890A "Doremy's Paint 3" "constructive algorithms" "An array b1,b2,\xe2\x80\xa6,bn of positive integers is good if all the sums of two adjacent elements are equal to the same value. More formally, the array is good if there exists a k such that b1+b2=b2+b3=\xe2\x80\xa6=bn\xe2\x88\x921+bn=k.
Doremy has an array a of length n. Now Doremy can permute its elements (change their order) however she wants. Determine if she can make the array good.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains a single integer n (2\xe2\x89\xa4n\xe2\x89\xa4100) \xe2\x80\x94 the length of the array a.
The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4105).
There are no constraints on the sum of n over all test cases.
For each test case, print ""Yes"" (without quotes), if it is possible to make the array good, and ""No"" (without quotes) otherwise.
You can output the answer in any case (upper or lower). For example, the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be recognized as positive responses.
In the first test case, [8,9] and [9,8] are good.
In the second test case, [1,2,1] is good because a1+a2=a2+a3=3.
In the third test case, it can be shown that no permutation is good." "800  x27753"
1889F "Doremy's Average Tree" "data structures, dp, greedy, trees" "Doremy has a rooted tree of size nn whose root is vertex r. Initially there is a number wi written on vertex i. Doremy can use her power to perform this operation at most k times:
Doremy wants to know what is the lexicographically smallest\xe2\x80\xa0 array w after performing all the operations. Can you help her?
If there are multiple answers, you may output any one.
\xe2\x80\xa0 For arrays a and b both of length n, a is lexicographically smaller than b if and only if there exist an index i (1\xe2\x89\xa4i\xe2\x89\xa4n) such that ai<bi and for all indices j such that j<i, aj=bj is satisfied.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line contains three integers n, r, k (2\xe2\x89\xa4n\xe2\x89\xa45000, 1\xe2\x89\xa4r\xe2\x89\xa4n, 0\xe2\x89\xa4k\xe2\x89\xa4min(500,n)).
The second line contains n integers w1,w2,\xe2\x80\xa6,wn (1\xe2\x89\xa4wi\xe2\x89\xa4106).
Each of the next n\xe2\x88\x921 lines contains two integers ui, vi (1\xe2\x89\xa4ui,vi\xe2\x89\xa4n), representing an edge between ui and vi.
It is guaranteed that the given edges form a tree.
It is guaranteed that the sum of n does not exceed 50000.
For each test case, In the first line, output a single integer cnt (0\xe2\x89\xa4cnt\xe2\x89\xa4k) \xe2\x80\x94 the number of operations you perform.
Then, in the second line output cnt integers p1,p2,\xe2\x80\xa6,pcnt \xe2\x80\x94 x is chosen to be pi for i-th operation.
If there are multiple answers, you may output any one.
In the first test case:

At first w=[1,9,2,6,1,8]. You can choose some vertex x to perform at most one operation.
w is lexicographically smallest when x=2." "3500  x82"
1889E "Doremy's Swapping Trees" "dfs and similar, graphs, trees" "Consider two undirected graphs G1G1 and G2G2. Every node in G1G1 and in G2G2 has a label. Doremy calls G1G1 and G2 similar if and only if:
Now Doremy gives you two trees T1 and T2 with n nodes, labeled from 1 to n. You can do the following operation any number of times:
Now Doremy is wondering how many distinct T1 you can get after any number of operations. Can you help her find the answer? Output the answer modulo 109+7.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa42\xe2\x8b\x85104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line contains an integer n (2\xe2\x89\xa4n\xe2\x89\xa4105) \xe2\x80\x94 the number of nodes in the trees T1 and T2.
Each of the following n\xe2\x88\x921 lines contain two integers u,v (1\xe2\x89\xa4u,v\xe2\x89\xa4n), representing an undirected edge in T1. It is guaranteed these edges form a tree.
Each of the following n\xe2\x88\x921 lines contain two integers u,v (1\xe2\x89\xa4u,v\xe2\x89\xa4n), representing an undirected edge in T2. It is guaranteed these edges form a tree.
It is guaranteed that the sum of n does not exceed 2\xe2\x8b\x85105.
For each test case, you should output a single line with an integer, representing the number of distinct T1 after any number of operations, modulo 109+7.
In the first test case, there is at most one distinct T1 having the only edge (1,2).
In the second test case, you can choose the edge set {(1,3),(2,3)} in T1, the edge set {(1,2),(2,3)} in T2 and swap them. So T1 can be 1\xe2\x88\x923\xe2\x88\x922 or 1\xe2\x88\x922\xe2\x88\x923.
In the third test case, there are 4 distinct T1, as the following pictures.
" "3500  x112"
1889D "Game of Stacks" "brute force, dfs and similar, graphs, implementation, trees" "You have n stacks r1,r2,\xe2\x80\xa6,rn. Each stack contains some positive integers ranging from 1 to n.
Define the following functions:
You want to know the values returned by init(1),init(2),\xe2\x80\xa6,init(n).
Note that, during these calls, the stacks r1,r2,\xe2\x80\xa6,rn don\'t change, so the calls init(1),init(2),\xe2\x80\xa6,init(n) are independent.
The first line of the input contains one integer n (1\xe2\x89\xa4n\xe2\x89\xa4105) \xe2\x80\x94 the length of the array r.
Each of the following n lines contains several integers. The first integer ki (0\xe2\x89\xa4ki\xe2\x89\xa4105) represents the number of elements in the i-th stack, and the following ki positive integers ci,1,ci,2,\xe2\x80\xa6,ci,ki (1\xe2\x89\xa4ci,j\xe2\x89\xa4n) represent the elements in the i-th stack. ci,1 is the bottom element.
In each test, \xe2\x88\x91ki\xe2\x89\xa4106.
You need to output n values, the i-th of which is the value returned by init(i).
In the first example: " "3000  x621"
1889C2 "Doremy's Drying Plan (Hard Version)" "data structures, dp" "The only differences between the two versions of this problem are the constraint on kk, the time limit and the memory limit. You can make hacks only if all versions of the problem are solved.
Doremy lives in a rainy country consisting of n cities numbered from 1 to n.
The weather broadcast predicted the distribution of rain in the next m days. In the i-th day, it will rain in the cities in the interval [li,ri]. A city is called dry if it will never rain in that city in the next m days.
It turns out that Doremy has a special power. She can choose k days, and during these days it will not rain. Doremy wants to calculate the maximum number of dry cities after using the special power.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line contains three integers n, m and k (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105, 2\xe2\x89\xa4m\xe2\x89\xa42\xe2\x8b\x85105, 2\xe2\x89\xa4k\xe2\x89\xa4min(10,m)) \xe2\x80\x94 the number of cities, the number of days, and the number of days of rain that Doremy can prevent.
Then, m lines follow. The i-th line contains two integers li, ri (1\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa4n) \xe2\x80\x94 the rain coverage on day i.
It is guaranteed that the sum of n and the sum of m over all test cases do not exceed 2\xe2\x8b\x85105.
For each test case, output one integer \xe2\x80\x94 the maximum number of dry cities.
In the first test case, if Doremy prevents
So there is at most 1 dry city.
In the second test case, if Doremy prevents
So there are at most 2 dry cities.
In the third test case, it is optimal to prevent rain 1,2,4,5.
In the forth test case, there is always a day of rain that wets all the cities and cannot be prevented." "2600  x1011"
1889C1 "Doremy's Drying Plan (Easy Version)" "brute force, data structures, dp, greedy, sortings" "The only differences between the two versions of this problem are the constraint on kk, the time limit and the memory limit. You can make hacks only if all versions of the problem are solved.
Doremy lives in a rainy country consisting of n cities numbered from 1 to n.
The weather broadcast predicted the distribution of rain in the next m days. In the i-th day, it will rain in the cities in the interval [li,ri]. A city is called dry if it will never rain in that city in the next m days.
It turns out that Doremy has a special power. She can choose k days (in the easy version, k=2), and during these days it will not rain. Doremy wants to calculate the maximum number of dry cities after using the special power.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line contains three integers n, m and k (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105, 2\xe2\x89\xa4m\xe2\x89\xa42\xe2\x8b\x85105, k=2) \xe2\x80\x94 the number of cities, the number of days, and the number of days of rain that Doremy can prevent.
Then, m lines follow. The i-th line contains two integers li, ri (1\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa4n) \xe2\x80\x94 the rain coverage on day i.
It is guaranteed that the sum of n and the sum of m over all test cases do not exceed 2\xe2\x8b\x85105.
For each test case, output one integer \xe2\x80\x94 the maximum number of dry cities.
In the first test case, if Doremy prevents
So there is at most 1 dry city.
In the second test case, if Doremy prevents
So there are at most 2 dry cities.
In the third test case, it is optimal to prevent rain 2,5.
In the forth test case, there is always 4 days of rain that wets all the cities and cannot be prevented." "2000  x3326"
1889B "Doremy's Connecting Plan" "constructive algorithms, greedy, math, sortings" "Doremy lives in a country consisting of nn cities numbered from 1 to n, with ai people living in the i-th city. It can be modeled as an undirected graph with n nodes.
Initially, there are no edges in the graph. Now Doremy wants to make the graph connected. 
To do this, she can add an edge between i and j if 
\xe2\x88\x91k\xe2\x88\x88Sak\xe2\x89\xa5i\xe2\x8b\x85j\xe2\x8b\x85c,
where S is the set of all the nodes that are currently in the same connected component of either i or j, and c is a given constant.
Can Doremy make the graph connected?
Two nodes (i,j) are in the same connected component if there exists a path from i to j. A graph is connected if all its nodes are in the same connected component.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line contains two integers n, c (2\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105, 1\xe2\x89\xa4c\xe2\x89\xa4106) \xe2\x80\x94 the number of nodes and the constant.
The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an (0\xe2\x89\xa4ai\xe2\x89\xa41012) \xe2\x80\x94 the number of people living in the i-th city.
It is guaranteed that the sum of n over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, print ""YES"" (without quotes), if it is possible to make the graph connected, and ""NO"" (without quotes) otherwise.
You can print letters in any case (upper or lower).
In the first test case, Doremy can add edges in the following order:
In the second test case, Doremy can add edge (1,2) because a1+a2=2\xe2\x89\xa51\xe2\x8b\x852\xe2\x8b\x851. After that, the graph is connected.
In the third test case, Doremy can add edges in the order (5,4), (5,3), (5,2) and (5,1).
In the fourth test case, Doremy cannot add any edge at all." "1700  x7468"
1889A "Qingshan Loves Strings 2" "constructive algorithms, greedy, implementation" "Qingshan has a string ss which only contains 0 and 1.
A string a of length k is good if and only if
For Div. 2 contestants, note that this condition is different from the condition in problem B.
For example, 10, 1010, 111000 are good, while 11, 101, 001, 001100 are not good.
Qingshan wants to make s good. To do this, she can do the following operation at most 300 times (possibly, zero): 
Please tell Qingshan if it is possible to make s good. If it is possible, print a sequence of operations that makes s good.
The input consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of test cases. The description of the test cases follows.
The first line of each test case contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa4100) \xe2\x80\x94 the length of string s, respectively.
The second line of each test case contains a string s with length n.
It is guaranteed that s only consists of 0 and 1.
For each test case, if it impossible to make s good, output \xe2\x88\x921.
Otherwise, output p (0\xe2\x89\xa4p\xe2\x89\xa4300) \xe2\x80\x94 the number of operations, in the first line.
Then, output p integers in the second line. The i-th integer should be an index xi (0\xe2\x89\xa4xi\xe2\x89\xa4n+2i\xe2\x88\x922) \xe2\x80\x94 the position where you want to insert 01 in the current s. If xi=0, you insert 01 at the beginning of s. Otherwise, you insert 01 immediately after the xi-th character of s.
We can show that under the constraints in this problem, if an answer exists, there is always an answer that requires at most 300 operations.
In the first test case, you can do zero operations and get s=01, which is good.
Another valid solution is to do one operation: (the inserted 01 is underlined)
and get s=0011, which is good.
In the second and the third test case, it is impossible to make s good.
